FoldNo;Base;Log;Num;Rel;Cart;DrThr;All;FS
Fold1;74,60;77,78;87,30;100,00;74,60;74,60;90,48;90,48
Fold2;68,25;66,67;90,48;96,83;68,25;73,02;77,78;77,78
Fold3;71,43;74,60;92,06;93,65;71,43;90,48;84,13;84,13
Fold4;69,84;76,19;98,41;98,41;76,19;71,43;76,19;69,84
Fold5;73,02;74,60;88,89;98,41;73,02;82,54;88,89;82,54
Fold6;79,03;80,65;95,16;98,39;79,03;85,48;83,87;83,87
Fold7;82,26;82,26;88,71;98,39;82,26;82,26;90,32;85,48
Fold8;74,19;85,48;90,32;100,00;75,81;77,42;87,10;87,10
Fold9;80,65;80,65;87,10;96,77;69,35;85,48;93,55;93,55
Fold10;83,87;83,87;90,32;100,00;83,87;82,26;91,94;91,94
