FoldNo;Base;Log;Num;Rel;Cart;DrThr;All;FS
Fold1;96,00;100,00;94,50;95,00;100,00;100,00;100,00;100,00
Fold2;95,50;100,00;95,00;93,50;100,00;100,00;100,00;100,00
Fold3;94,50;100,00;95,00;95,50;100,00;100,00;100,00;100,00
Fold4;96,50;100,00;98,50;96,00;100,00;100,00;100,00;100,00
Fold5;95,00;100,00;96,50;95,00;100,00;100,00;100,00;100,00
Fold6;95,00;100,00;97,00;91,00;100,00;100,00;100,00;100,00
Fold7;97,00;100,00;95,50;95,00;100,00;100,00;100,00;100,00
Fold8;95,50;100,00;96,00;92,50;100,00;100,00;100,00;100,00
Fold9;95,50;100,00;97,50;94,00;100,00;100,00;100,00;100,00
Fold10;96,50;100,00;97,00;96,50;100,00;100,00;100,00;100,00
