FoldNo;Base;Log;Num;Rel;Cart;DrThr;All;FS
Fold1;71,43;71,43;71,43;71,43;71,43;85,71;71,43;71,43
Fold2;71,43;71,43;71,43;71,43;71,43;85,71;71,43;85,71
Fold3;71,43;85,71;71,43;71,43;85,71;85,71;85,71;85,71
Fold4;71,43;85,71;71,43;71,43;85,71;85,71;85,71;85,71
Fold5;83,33;83,33;83,33;83,33;83,33;83,33;83,33;83,33
Fold6;83,33;100,00;83,33;83,33;100,00;100,00;100,00;83,33
Fold7;83,33;100,00;83,33;83,33;83,33;83,33;83,33;83,33
Fold8;83,33;83,33;83,33;83,33;83,33;100,00;83,33;83,33
Fold9;66,67;83,33;66,67;66,67;66,67;83,33;83,33;100,00
Fold10;66,67;83,33;66,67;66,67;83,33;66,67;83,33;100,00
