dataset: rConcept.arff
Testing method: CV, number of folds: 10
Feature selection on validation dataset. Percentage of split (subTrain:validation) 75%:25%
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 1.
dataset: rDisjunctBin.arff
Testing method: CV, number of folds: 10
Feature selection on validation dataset. Percentage of split (subTrain:validation) 75%:25%
Num. of all parameters 3. Num. of min RMSE 3.
Num. of all parameters 3. Num. of min RMSE 3.
Num. of all parameters 3. Num. of min RMSE 3.
Num. of all parameters 3. Num. of min RMSE 3.
Num. of all parameters 3. Num. of min RMSE 3.
Num. of all parameters 3. Num. of min RMSE 3.
Num. of all parameters 3. Num. of min RMSE 3.
Num. of all parameters 3. Num. of min RMSE 3.
Num. of all parameters 3. Num. of min RMSE 3.
Num. of all parameters 3. Num. of min RMSE 3.
Num. of all parameters 3. Num. of min RMSE 3.
Num. of all parameters 3. Num. of min RMSE 3.
Num. of all parameters 3. Num. of min RMSE 3.
Num. of all parameters 3. Num. of min RMSE 3.
Num. of all parameters 3. Num. of min RMSE 3.
Num. of all parameters 3. Num. of min RMSE 3.
Num. of all parameters 3. Num. of min RMSE 3.
Num. of all parameters 3. Num. of min RMSE 3.
Num. of all parameters 3. Num. of min RMSE 3.
Num. of all parameters 3. Num. of min RMSE 3.
Num. of all parameters 3. Num. of min RMSE 3.
Num. of all parameters 3. Num. of min RMSE 3.
Num. of all parameters 3. Num. of min RMSE 3.
Num. of all parameters 3. Num. of min RMSE 3.
Num. of all parameters 3. Num. of min RMSE 3.
Num. of all parameters 3. Num. of min RMSE 3.
Num. of all parameters 3. Num. of min RMSE 3.
Num. of all parameters 3. Num. of min RMSE 3.
Num. of all parameters 3. Num. of min RMSE 3.
Num. of all parameters 3. Num. of min RMSE 3.
Num. of all parameters 3. Num. of min RMSE 3.
Num. of all parameters 3. Num. of min RMSE 3.
Num. of all parameters 3. Num. of min RMSE 3.
Num. of all parameters 3. Num. of min RMSE 3.
Num. of all parameters 3. Num. of min RMSE 3.
Num. of all parameters 3. Num. of min RMSE 3.
Num. of all parameters 3. Num. of min RMSE 3.
Num. of all parameters 3. Num. of min RMSE 3.
Num. of all parameters 3. Num. of min RMSE 3.
Num. of all parameters 3. Num. of min RMSE 3.
dataset: rLinear.arff
Testing method: CV, number of folds: 10
Feature selection on validation dataset. Percentage of split (subTrain:validation) 75%:25%
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 1.
dataset: rLinNoisy.arff
Testing method: CV, number of folds: 10
Feature selection on validation dataset. Percentage of split (subTrain:validation) 75%:25%
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 1.
dataset: rLocLinear.arff
Testing method: CV, number of folds: 10
Feature selection on validation dataset. Percentage of split (subTrain:validation) 75%:25%
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 1.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 2.
Num. of all parameters 3. Num. of min RMSE 1.
