FoldNo;Base;Log;Num;Rel;Cart;DrThr;All;FS
Fold1;65,91;84,09;65,91;65,91;65,91;65,91;84,09;84,09
Fold2;65,91;84,09;65,91;65,91;65,91;65,91;84,09;95,45
Fold3;67,44;93,02;67,44;67,44;67,44;65,12;93,02;97,67
Fold4;67,44;95,35;67,44;67,44;67,44;67,44;95,35;95,35
Fold5;67,44;95,35;67,44;67,44;67,44;65,12;95,35;81,40
Fold6;67,44;95,35;67,44;67,44;67,44;67,44;95,35;95,35
Fold7;67,44;95,35;67,44;67,44;67,44;58,14;95,35;95,35
Fold8;67,44;93,02;67,44;67,44;67,44;62,79;90,70;100,00
Fold9;67,44;97,67;67,44;67,44;67,44;55,81;97,67;97,67
Fold10;67,44;100,00;67,44;67,44;67,44;67,44;100,00;100,00
