dataset: cLogicalConcBEasy-uniqueSamples.arff
								--------------
									Fold  1
								--------------
Feature evaluation: MDL (All features dataset) - After CI
 0,2354 A1 and A4 and A5
 0,2354 (A5 = 1) and (A4 = 1) and (A1 = 1)
 0,2354 (A3 = 1) and (A2 = 1) and (A1 = 0)
 0,2354 (A2 = 1) and (A3 = 1) and (A1 = 0)
 0,2119 num-of-N((A3 = 1) and (A2 = 1) and (A1 = 0))
 0,2119 num-of-N((A2 = 1) and (A3 = 1) and (A1 = 0))
 0,1838 num-of-N((A5 = 1) and (A4 = 1) and (A1 = 1))
 0,1272 A4 and A5
 0,1272 A2 and A3
 0,1272 (A5 = 1) and (A4 = 1)
 0,1272 (A3 = 1) and (A2 = 1)
 0,1272 (A2 = 1) and (A3 = 1)
 0,1104 A3 and A4 and A5
 0,1104 A2 and A3 and A5
 0,1104 A2 and A3 and A4
 0,0972 num-of-N((A3 = 1) and (A2 = 1))
 0,0972 num-of-N((A2 = 1) and (A3 = 1))
 0,0952 num-of-N((A5 = 1) and (A4 = 1))
 0,0768 A2 and A4 and A5
 0,0728 A1 or A2
 0,0663 A2_x_A3
 0,0656 A4_x_A5
 0,0635 A1 or A3
 0,0602 A3 and A5
 0,0602 A3 and A4
 0,0575 A1 xor A2
 0,0575 A1 equ A2
 0,0565 A1_x_A2
 0,0545 A2 or A5
 0,0545 A2 or A4
 0,0475 A2 xor A3
 0,0475 A2 equ A3
 0,0460 A3 or A5
 0,0460 A1 impl A5
 0,0460 A1 impl A4
 0,0458 A2 and A5
 0,0458 A1 and A5
 0,0458 A1 and A4
 0,0407 A3_x_A5
 0,0399 A2_x_A5
 0,0382 A5
 0,0379 A3 or A4
 0,0376 A1_x_A3
 0,0348 A3_x_A4
 0,0344 A1_x_A5
 0,0334 A2 and A4
 0,0329 A1_x_A4
 0,0303 A2_x_A4
 0,0296 A4
 0,0286 A1 xor A3
 0,0286 A1 equ A3
 0,0216 A3
 0,0138 A1 and A3 and A5
 0,0138 A1 and A3 and A4
 0,0126 A4 xor A5
 0,0126 A4 equ A5
 0,0126 A2
 0,0126 A1 xor A4
 0,0126 A1 equ A4
 0,0097 A1 or A3 or A5
 0,0097 A1 or A2 or A5
 0,0097 A1 or A2 or A4
 0,0097 A1 or A2 or A3
 0,0057 A1 xor A5
 0,0057 A1 equ A5
 0,0039 A2 or A4 or A5
 0,0039 A1 or A3 or A4
 0,0012 A4 or A5
 0,0012 A2 impl A3
 -0,0013 A3 or A4 or A5
 -0,0013 A2 or A3 or A5
 -0,0013 A2 or A3 or A4
 -0,0045 A1 and A2 and A5
 -0,0045 A1 and A2 and A4
 -0,0147 A4 impl A5
 -0,0208 A1 or A4 or A5
 -0,0213 A2 or A3
 -0,0232 A1 impl A2
 -0,0242 A1 and A2 and A3
 -0,0259 A1 impl A3
 -0,0268 A3 xor A4
 -0,0268 A3 equ A4
 -0,0278 A3 impl A5
 -0,0278 A3 impl A4
 -0,0278 A1 or A5
 -0,0286 A2 impl A4
 -0,0286 A2 impl A5
 -0,0286 A1 or A4
 -0,0286 A1 and A2
 -0,0291 A3 xor A5
 -0,0291 A3 equ A5
 -0,0299 A1 and A3
 -0,0307 A6
 -0,0318 A1
 -0,0324 A2 xor A5
 -0,0324 A2 xor A4
 -0,0324 A2 equ A5
 -0,0324 A2 equ A4
MDL (param. search)
The best parameter when using J48: MDL@0.0
MDL (param. search)
The best parameter when using NaiveBayes: MDL@0.0
MDL (param. search)
The best parameter when using SMO: MDL@0.0
MDL (param. search)
The best parameter when using SMO: MDL@0.0
MDL (param. search)
The best parameter when using IBk: MDL@0.25
MDL (param. search)
The best parameter when using FURIA: MDL@0.5
MDL (param. search)
The best parameter when using RandomForest: MDL@0.0
								--------------
									Fold  2
								--------------
Feature evaluation: MDL (All features dataset) - After CI
 0,2354 A1 and A4 and A5
 0,2354 (A5 = 1) and (A4 = 1) and (A1 = 1)
 0,2354 (A4 = 1) and (A5 = 1) and (A1 = 1)
 0,2354 (A2 = 1) and (A3 = 1) and (A1 = 0)
 0,1940 num-of-N((A2 = 1) and (A3 = 1) and (A1 = 0))
 0,1932 num-of-N((A5 = 1) and (A4 = 1) and (A1 = 1))
 0,1932 num-of-N((A4 = 1) and (A5 = 1) and (A1 = 1))
 0,1272 A4 and A5
 0,1272 A2 and A3
 0,1272 (A5 = 1) and (A4 = 1)
 0,1272 (A4 = 1) and (A5 = 1)
 0,1272 (A2 = 1) and (A3 = 1)
 0,1104 A2 and A4 and A5
 0,1104 A2 and A3 and A5
 0,0952 num-of-N((A5 = 1) and (A4 = 1))
 0,0952 num-of-N((A4 = 1) and (A5 = 1))
 0,0952 num-of-N((A2 = 1) and (A3 = 1))
 0,0779 num-of-N((A2 = 1) and (A5 = 1))
 0,0768 A3 and A4 and A5
 0,0768 A2 and A3 and A4
 0,0748 A2 and A5
 0,0748 (A2 = 1) and (A5 = 1)
 0,0672 A2_x_A3
 0,0656 A4_x_A5
 0,0635 A1 or A2
 0,0602 (A2 = 1) and (A1 = 0)
 0,0566 A1_x_A2
 0,0545 A3 or A4
 0,0545 A2 or A4
 0,0545 A1 impl A5
 0,0545 A1 impl A4
 0,0520 A2_x_A5
 0,0460 A3 or A5
 0,0460 A2 or A5
 0,0460 A1 or A3
 0,0458 A2 and A4
