dataset: cLogicalConcBEasyNoisy-uniqueSamples.arff
								--------------
									Fold  1
								--------------
Feature evaluation: MDL (All features dataset) - After CI
 0,2195 (A5 = 1) and (A4 = 1) and (A1 = 1)
 0,1688 (A5 = 1) and (A2 = 1) and (A3 = 1)
 0,1688 (A3 = 1) and (A2 = 1) and (A5 = 1)
 0,1609 num-of-N((A5 = 1) and (A4 = 1) and (A1 = 1))
 0,1319 num-of-N((A5 = 1) and (A2 = 1) and (A3 = 1))
 0,1319 num-of-N((A3 = 1) and (A2 = 1) and (A5 = 1))
 0,1313 (A3 = 1) and (A2 = 1) and (A1 = 0)
 0,0911 num-of-N((A3 = 1) and (A2 = 1) and (A1 = 0))
 0,0654 A5
 0,0359 A1 xor A2
 0,0359 A1 equ A2
 0,0353 A3
 0,0268 A2 xor A3
 0,0268 A2 equ A3
 0,0216 A1 impl A5
 0,0109 A4 xor A5
 0,0109 A4 equ A5
 0,0078 A4 impl A5
 0,0078 A2 impl A3
 0,0052 A4
 -0,0015 A2
 -0,0015 A1 xor A5
 -0,0015 A1 equ A5
 -0,0042 A5 impl A6
 -0,0074 A1 xor A4
 -0,0074 A1 equ A4
 -0,0092 A2 impl A5
 -0,0092 A1 impl A4
 -0,0161 A2 xor A5
 -0,0161 A2 equ A5
 -0,0172 A2 xor A6
 -0,0172 A2 equ A6
 -0,0173 A1 impl A2
 -0,0203 A1 xor A3
 -0,0203 A1 equ A3
 -0,0219 A3 impl A6
 -0,0238 A1
 -0,0252 A3 impl A5
 -0,0254 A3 impl A4
 -0,0267 A6
 -0,0267 A3 xor A5
 -0,0267 A3 equ A5
 -0,0274 A2 impl A6
 -0,0276 A1 impl A3
 -0,0276 A1 impl A6
 -0,0290 A2 impl A4
 -0,0302 A3 xor A6
 -0,0302 A3 xor A4
 -0,0302 A3 equ A6
 -0,0302 A3 equ A4
 -0,0314 A2 xor A4
 -0,0314 A2 equ A4
 -0,0314 A1 xor A6
 -0,0314 A1 equ A6
 -0,0317 A5 xor A6
 -0,0317 A5 equ A6
MDL (param. search)
The best parameter when using J48: MDL@0.0
MDL (param. search)
The best parameter when using NaiveBayes: MDL@0.0
MDL (param. search)
The best parameter when using SMO: MDL@0.0
MDL (param. search)
The best parameter when using SMO: MDL@0.5
MDL (param. search)
The best parameter when using IBk: MDL@0.0
MDL (param. search)
The best parameter when using FURIA: MDL@0.25
MDL (param. search)
The best parameter when using RandomForest: MDL@0.25
								--------------
									Fold  2
								--------------
Feature evaluation: MDL (All features dataset) - After CI
 0,2195 (A5 = 1) and (A4 = 1) and (A1 = 1)
 0,1688 (A5 = 1) and (A2 = 1) and (A3 = 1)
 0,1688 (A2 = 1) and (A3 = 1) and (A1 = 0)
 0,1677 num-of-N((A5 = 1) and (A4 = 1) and (A1 = 1))
 0,1463 num-of-N((A5 = 1) and (A2 = 1) and (A3 = 1))
 0,1172 num-of-N((A2 = 1) and (A3 = 1) and (A1 = 0))
 0,0645 A1 impl A5
 0,0546 A5
 0,0446 A2 xor A3
 0,0446 A2 equ A3
 0,0353 A2
 0,0268 A3
 0,0185 A4
 0,0185 A1 xor A5
 0,0185 A1 equ A5
 0,0144 A1 impl A4
 0,0040 A1 xor A3
 0,0040 A1 equ A3
 -0,0015 A1 xor A2
 -0,0015 A1 equ A2
 -0,0074 A4 xor A5
 -0,0074 A4 equ A5
 -0,0074 A1 xor A4
 -0,0074 A1 equ A4
 -0,0092 A2 impl A3
 -0,0113 A5 impl A6
 -0,0137 A4 impl A5
 -0,0161 A2 xor A5
 -0,0161 A2 equ A5
 -0,0173 A3 impl A6
 -0,0203 A2 xor A6
 -0,0203 A2 equ A6
 -0,0229 A2 impl A5
 -0,0254 A2 impl A6
 -0,0276 A3 impl A5
 -0,0276 A1 impl A2
