dataset: credit_score.arff
								--------------
									Fold  1
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.4334999999999968          1124 (net_income >= 78502) and (interest <= 170643)
 0.4104999999999981          1166 (net_income >= 78502) and (interest <= 135997)
 0.40049999999999863         1095 (net_income >= 100907) and (interest <= 143618)
 0.3979999999999988          1165 (net_income >= 100907) and (interest <= 135997)
 0.3919999999999991          1211 num-of-N((net_income >= 78502) and (interest <= 170643))
 0.3909999999999992           392 net_income==B2of2 and equity==B2of2 and FFO==B2of2
 0.3909999999999992            44 net_income==B2of2 and FFO==B2of2
 0.3829999999999996          1149 (net_income >= 100907) and (debt <= 3735270)
 0.3784999999999999            38 net_income==B2of2 and equity==B2of2
 0.37749999999999995         1092 (net_income >= 78502) and (st_liabilities <= 4352021)
 0.3765                       407 EBITDA==B2of2 and net_income==B2of2 and FFO==B2of2
 0.37050000000000033         1036 EBITDA_x_net_income
 0.3700000000000004          1148 (net_income >= 100907)
 0.36900000000000044          245 net_income==B2of2 xor inventories
 0.36900000000000044          178 financial_expenses equ net_income==B2of2
 0.36900000000000044          170 net_income==B2of2 equ inventories
 0.36900000000000044          165 net_income==B2of2 equ st_assets
 0.36900000000000044          168 net_income==B2of2 equ total_oper_liabilities
 0.36900000000000044         1059 financial_expenses_x_net_income
 0.36900000000000044          253 financial_expenses xor net_income==B2of2
 0.36900000000000044         1049 net_income_x_total_oper_liabilities
 0.36900000000000044         1046 net_income_x_st_assets
 0.36900000000000044          103 financial_expenses or net_income==B2of2
 0.36900000000000044          240 net_income==B2of2 xor st_assets
 0.36900000000000044          470 net_income==B2of2 or total_oper_liabilities or st_liabilities
 0.36900000000000044         1142 (net_income >= 78502)
 0.36900000000000044           95 net_income==B2of2 or inventories
 0.36900000000000044          624 net_income==B2of2 or st_assets or st_liabilities
 0.36900000000000044          553 financial_expenses or net_income==B2of2 or st_liabilities
 0.36900000000000044         1050 net_income_x_st_liabilities
 0.36900000000000044          244 net_income==B2of2 xor st_liabilities
 0.36900000000000044           93 net_income==B2of2 or total_oper_liabilities
 0.36900000000000044           90 net_income==B2of2 or st_assets
 0.36900000000000044          243 net_income==B2of2 xor total_oper_liabilities
 0.36900000000000044           94 net_income==B2of2 or st_liabilities
 0.36900000000000044          550 financial_expenses or net_income==B2of2 or total_oper_liabilities
 0.36900000000000044          169 net_income==B2of2 equ st_liabilities
 0.36900000000000044          316 net_income==B2of2 impl total_oper_liabilities
 0.36900000000000044          315 net_income==B2of2 impl st_assets
 0.36900000000000044          318 net_income==B2of2 impl inventories
 0.36900000000000044          317 net_income==B2of2 impl st_liabilities
 0.36900000000000044         1051 net_income_x_inventories
 0.3680000000000005          1157 (net_income >= 78502) and (interest <= 80359)
 0.36450000000000066         1233 num-of-N((net_income >= 100907) and (debt <= 3735270))
 0.3640000000000007           398 EBITDA==B2of2 and net_income==B2of2 and equity==B2of2
 0.3640000000000007            36 EBITDA==B2of2 and net_income==B2of2
 0.36250000000000077         1042 net_income_x_debt
 0.3620000000000008           391 net_income==B2of2 and equity==B2of2 and cash==B2of2
