dataset: credit_score.arff
MDL - after CI
 0,4842 net_income DIVIDE debt
 0,4498 EBIT DIVIDE debt
 0,4254 FFO DIVIDE debt
 0,4252 net_income DIVIDE interest
 0,4125 interest_x_net_income
 0,4049 interest SUBTRACT net_income
 0,4021 EBIT DIVIDE interest
 0,3944 net_income_x_debt
 0,3942 financial_expenses SUBTRACT net_income
 0,3817 net_income DIVIDE st_liabilities
 0,3713 net_income DIVIDE financial_expenses
 0,3700 num-of-N((net_income >= 78502) and (interest <= 138370))
 0,3660 num-of-N((net_income >= 97163) and (interest <= 171415))
 0,3643 num-of-N((net_income >= 97163) and (interest <= 80359))
 0,3643 (net_income >= 97163) and (interest <= 171415)
 0,3637 (net_income >= 78502) and (interest <= 253726)
 0,3635 num-of-N((net_income >= 97163) and (interest <= 143618))
 0,3599 (net_income >= 78502) and (interest <= 138370)
 0,3582 num-of-N((net_income >= 78502) and (interest <= 79608))
 0,3576 num-of-N((net_income >= 78502) and (interest <= 253726))
 0,3565 num-of-N((net_income >= 97163) and (interest <= 135997))
 0,3565 num-of-N((net_income >= 100907) and (interest <= 138370))
 0,3526 net_income DIVIDE total_oper_liabilities
 0,3526 (net_income >= 97163) and (interest <= 143618)
 0,3473 num-of-N((net_income >= 78502) and (st_liabilities <= 4899133))
 0,3454 num-of-N((net_income >= 97163) and (interest <= 80359) and (interest >= 544))
 0,3452 num-of-N((net_income >= 78502) and (debt <= 3735270))
 0,3439 (net_income >= 78502) and (st_liabilities <= 4899133)
 0,3435 net_income_x_equity
 0,3426 (net_income >= 97163) and (interest <= 135997)
 0,3426 (net_income >= 100907) and (interest <= 138370)
 0,3417 FFO DIVIDE st_liabilities
 0,3415 num-of-N((net_income >= 78502) and (debt <= 2274055))
 0,3396 num-of-N((net_income >= 78502) and (debt <= 2466556))
 0,3394 num-of-N((net_income >= 97163) and (debt <= 3735270))
 0,3383 num-of-N((net_income >= 78502) and (debt <= 3788009))
 0,3382 net_income_x_total_oper_liabilities
 0,3382 net_income_x_st_liabilities
 0,3382 net_income_x_inventories
 0,3382 financial_expenses_x_net_income
