@relation 'if A1==0 then C=A2 && A3 else C=A4 && A5 -- dataset used in article-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Add-TNOM-NA4 and A5-L0,1-C7-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2 and A3-L0,1-C8-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 and A2-L0,1-C9-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA3 and A4-L0,1-C10-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 and A3-L0,1-C11-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA3 and A5-L0,1-C12-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2 and A4-L0,1-C13-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 and A4-L0,1-C14-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2 and A5-L0,1-C15-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 and A5-L0,1-C16-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA4 or A5-L0,1-C17-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2 or A3-L0,1-C18-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 or A2-L0,1-C19-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA3 or A4-L0,1-C20-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 or A3-L0,1-C21-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA3 or A5-L0,1-C22-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2 or A4-L0,1-C23-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 or A4-L0,1-C24-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2 or A5-L0,1-C25-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 or A5-L0,1-C26-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA4 equ A5-L0,1-C27-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2 equ A3-L0,1-C28-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 equ A2-L0,1-C29-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA3 equ A4-L0,1-C30-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 equ A3-L0,1-C31-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA3 equ A5-L0,1-C32-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2 equ A4-L0,1-C33-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 equ A4-L0,1-C34-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2 equ A5-L0,1-C35-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 equ A5-L0,1-C36-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA4 xor A5-L0,1-C37-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2 xor A3-L0,1-C38-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 xor A2-L0,1-C39-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA3 xor A4-L0,1-C40-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 xor A3-L0,1-C41-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA3 xor A5-L0,1-C42-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2 xor A4-L0,1-C43-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 xor A4-L0,1-C44-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2 xor A5-L0,1-C45-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 xor A5-L0,1-C46-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA4 impl A5-L0,1-C47-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2 impl A3-L0,1-C48-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 impl A2-L0,1-C49-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA3 impl A4-L0,1-C50-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 impl A3-L0,1-C51-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA3 impl A5-L0,1-C52-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2 impl A4-L0,1-C53-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 impl A4-L0,1-C54-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2 impl A5-L0,1-C55-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 impl A5-L0,1-C56-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2 and A3 and A4-L0,1-C57-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 and A2 and A3-L0,1-C58-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 and A4 and A5-L0,1-C59-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA3 and A4 and A5-L0,1-C60-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2 and A3 and A5-L0,1-C61-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2 or A3 or A4-L0,1-C62-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 or A2 or A3-L0,1-C63-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 or A4 or A5-L0,1-C64-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA3 or A4 or A5-L0,1-C65-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2 or A3 or A5-L0,1-C66-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-N(A2 = 1) and (A3 = 1)-L0,1-C67-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-N(A2 = 1) and (A3 = 1) and (A1 = 0)-L0,1-C68-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-N(A5 = 1) and (A4 = 1)-L0,1-C69-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-N(A4 = 1) and (A5 = 1)-L0,1-C70-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-N(A4 = 1) and (A5 = 1) and (A1 = 1)-L0,1-C71-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-Nnum-of-N((A2 = 1) and (A3 = 1))-L0,1,2-C72-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-Nnum-of-N((A2 = 1) and (A3 = 1) and (A1 = 0))-L0,1,2,3-C73-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-Nnum-of-N((A5 = 1) and (A4 = 1))-L0,1,2-C74-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-Nnum-of-N((A4 = 1) and (A5 = 1))-L0,1,2-C75-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-Nnum-of-N((A4 = 1) and (A5 = 1) and (A1 = 1))-L0,1,2,3-C76-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA4_x_A5-L0_x_0,0_x_1,1_x_0,1_x_1-C77-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2_x_A3-L0_x_0,0_x_1,1_x_0,1_x_1-C78-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1_x_A2-L0_x_0,0_x_1,1_x_0,1_x_1-C79-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA3_x_A4-L0_x_0,0_x_1,1_x_0,1_x_1-C80-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1_x_A3-L0_x_0,0_x_1,1_x_0,1_x_1-C81-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA3_x_A5-L0_x_0,0_x_1,1_x_0,1_x_1-C82-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2_x_A4-L0_x_0,0_x_1,1_x_0,1_x_1-C83-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1_x_A4-L0_x_0,0_x_1,1_x_0,1_x_1-C84-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2_x_A5-L0_x_0,0_x_1,1_x_0,1_x_1-C85-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1_x_A5-L0_x_0,0_x_1,1_x_0,1_x_1-C86-W1.0'

@attribute A1 {0,1}
@attribute A2 {0,1}
@attribute A3 {0,1}
@attribute A4 {0,1}
@attribute A5 {0,1}
@attribute A6 {0,1}
@attribute 'A4 and A5' {0,1}
@attribute 'A2 and A3' {0,1}
@attribute 'A1 and A2' {0,1}
@attribute 'A3 and A4' {0,1}
@attribute 'A1 and A3' {0,1}
@attribute 'A3 and A5' {0,1}
@attribute 'A2 and A4' {0,1}
@attribute 'A1 and A4' {0,1}
@attribute 'A2 and A5' {0,1}
@attribute 'A1 and A5' {0,1}
@attribute 'A4 or A5' {0,1}
@attribute 'A2 or A3' {0,1}
@attribute 'A1 or A2' {0,1}
@attribute 'A3 or A4' {0,1}
@attribute 'A1 or A3' {0,1}
@attribute 'A3 or A5' {0,1}
@attribute 'A2 or A4' {0,1}
@attribute 'A1 or A4' {0,1}
@attribute 'A2 or A5' {0,1}
@attribute 'A1 or A5' {0,1}
@attribute 'A4 equ A5' {0,1}
@attribute 'A2 equ A3' {0,1}
@attribute 'A1 equ A2' {0,1}
@attribute 'A3 equ A4' {0,1}
@attribute 'A1 equ A3' {0,1}
@attribute 'A3 equ A5' {0,1}
@attribute 'A2 equ A4' {0,1}
@attribute 'A1 equ A4' {0,1}
@attribute 'A2 equ A5' {0,1}
@attribute 'A1 equ A5' {0,1}
@attribute 'A4 xor A5' {0,1}
@attribute 'A2 xor A3' {0,1}
@attribute 'A1 xor A2' {0,1}
@attribute 'A3 xor A4' {0,1}
@attribute 'A1 xor A3' {0,1}
@attribute 'A3 xor A5' {0,1}
@attribute 'A2 xor A4' {0,1}
@attribute 'A1 xor A4' {0,1}
@attribute 'A2 xor A5' {0,1}
@attribute 'A1 xor A5' {0,1}
@attribute 'A4 impl A5' {0,1}
@attribute 'A2 impl A3' {0,1}
@attribute 'A1 impl A2' {0,1}
@attribute 'A3 impl A4' {0,1}
@attribute 'A1 impl A3' {0,1}
@attribute 'A3 impl A5' {0,1}
@attribute 'A2 impl A4' {0,1}
@attribute 'A1 impl A4' {0,1}
@attribute 'A2 impl A5' {0,1}
@attribute 'A1 impl A5' {0,1}
@attribute 'A2 and A3 and A4' {0,1}
@attribute 'A1 and A2 and A3' {0,1}
@attribute 'A1 and A4 and A5' {0,1}
@attribute 'A3 and A4 and A5' {0,1}
@attribute 'A2 and A3 and A5' {0,1}
@attribute 'A2 or A3 or A4' {0,1}
@attribute 'A1 or A2 or A3' {0,1}
@attribute 'A1 or A4 or A5' {0,1}
@attribute 'A3 or A4 or A5' {0,1}
@attribute 'A2 or A3 or A5' {0,1}
@attribute '(A2 = 1) and (A3 = 1)' {0,1}
@attribute '(A2 = 1) and (A3 = 1) and (A1 = 0)' {0,1}
@attribute '(A5 = 1) and (A4 = 1)' {0,1}
@attribute '(A4 = 1) and (A5 = 1)' {0,1}
@attribute '(A4 = 1) and (A5 = 1) and (A1 = 1)' {0,1}
@attribute 'num-of-N((A2 = 1) and (A3 = 1))' {0,1,2}
@attribute 'num-of-N((A2 = 1) and (A3 = 1) and (A1 = 0))' {0,1,2,3}
@attribute 'num-of-N((A5 = 1) and (A4 = 1))' {0,1,2}
@attribute 'num-of-N((A4 = 1) and (A5 = 1))' {0,1,2}
@attribute 'num-of-N((A4 = 1) and (A5 = 1) and (A1 = 1))' {0,1,2,3}
@attribute A4_x_A5 {0_x_0,0_x_1,1_x_0,1_x_1}
@attribute A2_x_A3 {0_x_0,0_x_1,1_x_0,1_x_1}
@attribute A1_x_A2 {0_x_0,0_x_1,1_x_0,1_x_1}
@attribute A3_x_A4 {0_x_0,0_x_1,1_x_0,1_x_1}
@attribute A1_x_A3 {0_x_0,0_x_1,1_x_0,1_x_1}
@attribute A3_x_A5 {0_x_0,0_x_1,1_x_0,1_x_1}
@attribute A2_x_A4 {0_x_0,0_x_1,1_x_0,1_x_1}
@attribute A1_x_A4 {0_x_0,0_x_1,1_x_0,1_x_1}
@attribute A2_x_A5 {0_x_0,0_x_1,1_x_0,1_x_1}
@attribute A1_x_A5 {0_x_0,0_x_1,1_x_0,1_x_1}
@attribute class {0,1}

@data
1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,2,2,1,1,2,0_x_1,1_x_1,1_x_1,1_x_0,1_x_1,1_x_1,1_x_0,1_x_0,1_x_1,1_x_1,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0_x_0,1_x_0,0_x_1,0_x_0,0_x_0,0_x_0,1_x_0,0_x_0,1_x_0,0_x_0,0
0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,2,2,2,1_x_1,0_x_0,0_x_0,0_x_1,0_x_0,0_x_1,0_x_1,0_x_1,0_x_1,0_x_1,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1_x_0,0_x_0,0_x_0,0_x_1,0_x_0,0_x_0,0_x_1,0_x_1,0_x_0,0_x_0,0
0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,2,1,1,1,1_x_0,0_x_1,0_x_0,1_x_1,0_x_1,1_x_0,0_x_1,0_x_1,0_x_0,0_x_0,0
1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,2,2,0,0,1,0_x_0,1_x_1,1_x_1,1_x_0,1_x_1,1_x_0,1_x_0,1_x_0,1_x_0,1_x_0,0
1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,2,0_x_1,0_x_1,1_x_0,1_x_0,1_x_1,1_x_1,0_x_0,1_x_0,0_x_1,1_x_1,0
1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,2,2,1,1,2,1_x_0,1_x_1,1_x_1,1_x_1,1_x_1,1_x_0,1_x_1,1_x_1,1_x_0,1_x_0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,2,2,2,3,1_x_1,1_x_1,1_x_1,1_x_1,1_x_1,1_x_1,1_x_1,1_x_1,1_x_1,1_x_1,1
0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,2,1,1,1,0_x_1,1_x_0,0_x_1,0_x_0,0_x_0,0_x_1,1_x_0,0_x_0,1_x_1,0_x_1,0
0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,2,3,2,2,2,1_x_1,1_x_1,0_x_1,1_x_1,0_x_1,1_x_1,1_x_1,0_x_1,1_x_1,0_x_1,1
0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,2,1,1,1,1_x_0,1_x_0,0_x_1,0_x_1,0_x_0,0_x_0,1_x_1,0_x_1,1_x_0,0_x_0,0
1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,2,0_x_1,0_x_1,1_x_0,1_x_0,1_x_1,1_x_1,0_x_0,1_x_0,0_x_1,1_x_1,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0_x_0,0_x_0,1_x_0,0_x_0,1_x_0,0_x_0,0_x_0,1_x_0,0_x_0,1_x_0,0
1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,2,1_x_0,1_x_0,1_x_1,0_x_1,1_x_0,0_x_0,1_x_1,1_x_1,1_x_0,1_x_0,0
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0_x_0,0_x_1,1_x_0,1_x_0,1_x_1,1_x_0,0_x_0,1_x_0,0_x_0,1_x_0,0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0_x_0,1_x_0,0_x_1,0_x_0,0_x_0,0_x_0,1_x_0,0_x_0,1_x_0,0_x_0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0_x_0,0_x_0,0_x_0,0_x_0,0_x_0,0_x_0,0_x_0,0_x_0,0_x_0,0_x_0,0
1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,2,2,0,0,1,0_x_0,1_x_1,1_x_1,1_x_0,1_x_1,1_x_0,1_x_0,1_x_0,1_x_0,1_x_0,0
0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,2,3,1,1,1,0_x_1,1_x_1,0_x_1,1_x_0,0_x_1,1_x_1,1_x_0,0_x_0,1_x_1,0_x_1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0_x_0,0_x_0,0_x_0,0_x_0,0_x_0,0_x_0,0_x_0,0_x_0,0_x_0,0_x_0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,2,1_x_0,0_x_0,1_x_0,0_x_1,1_x_0,0_x_0,0_x_1,1_x_1,0_x_0,1_x_0,0
0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,2,3,1,1,1,1_x_0,1_x_1,0_x_1,1_x_1,0_x_1,1_x_0,1_x_1,0_x_1,1_x_0,0_x_0,1
0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,2,1,1,1,1_x_0,1_x_0,0_x_1,0_x_1,0_x_0,0_x_0,1_x_1,0_x_1,1_x_0,0_x_0,0
0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,2,2,2,2,1_x_1,1_x_0,0_x_1,0_x_1,0_x_0,0_x_1,1_x_1,0_x_1,1_x_1,0_x_1,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,2,0_x_1,0_x_0,1_x_0,0_x_0,1_x_0,0_x_1,0_x_0,1_x_0,0_x_1,1_x_1,0
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,2,0,0,0,0_x_0,0_x_1,0_x_0,1_x_0,0_x_1,1_x_0,0_x_0,0_x_0,0_x_0,0_x_0,0
1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,2,2,3,1_x_1,1_x_0,1_x_1,0_x_1,1_x_0,0_x_1,1_x_1,1_x_1,1_x_1,1_x_1,1
